1.0000,0.4715,0.2727,0.4715,0.0455,0.5000
2.0000,0.4292,0.1818,0.4292,0.1818,0.4545
3.0000,0.5179,0.1364,0.5179,0.0455,0.4545
4.0000,0.2683,0.3182,0.2683,0.1818,0.2727
5.0000,0.0309,0.3333,0.0309,0.2857,0.2857
6.0000,0.3237,0.4286,0.3237,0.1905,0.4762
7.0000,0.3556,0.1429,0.3556,0.1905,0.4286
8.0000,0.0281,0.2857,0.0281,0.1905,0.3810
9.0000,0.2223,0.1429,0.2223,0.0952,0.5238
10.0000,1.0000,0.3333,1.0000,0.2381,0.3333
